AnimID	Name	AinmName	Layer	WrapMode	Speed	TransitTime	LoopTime	LoopOverAnimId	IsCanBreak	StartEffect01	IsStartEffectAutoEnd01	StartEffect02	IsStartEffectAutoEnd02	StartEffect03	IsStartEffectAutoEnd03	StartEffect04	IsStartEffectAutoEnd04	StartEffect05	IsStartEffectAutoEnd05	StartEffect06	IsStartEffectAutoEnd06	EndEffect	IsCallEnd	NextAnimId	SoundID	IsSkillAnim	CameraRockRate	CameraRockID	GD_WeaponLRefixIndex	GD_WeaponRRefixIndex	IsNeedPlayWeaponAnim
72	普攻-合欢女	Attack	2	1	1	0	-1	-1	0	100	1	101	1	102	1	103	1	160	1	-1	0	-1	0	-1	54	1	100	5	-1	-1	0
73	XP-天音男	Skill_Xp	2	1	1	0.2	-1	-1	0	155	1	156	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	114	1	0	-1	-1	-1	0
74	普攻-天音男	Attack	2	1	1	0	-1	-1	0	138	1	139	1	140	1	-1	0	-1	0	-1	0	-1	0	-1	108	1	100	1	-1	-1	0
75	六道轮回_start-天音男	Skill_Liudaolunhui_Start	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	76	-1	1	0	-1	-1	-1	0
76	六道轮回_loop-天音男女	Skill_Liudaolunhui_Loop	2	2	1	0	1	77	0	133	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	107	1	100	-1	-1	-1	0
77	六道轮回_end-天音男女	Skill_Liudaolunhui_End	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	-1	-1	-1	0
78	雷音法谕-天音男	Skill_Leiyinfayu	2	1	1	0.2	-1	-1	0	125	1	126	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	98	1	0	-1	-1	-1	0
79	天舞宝轮_start-天音男	Skill_Tianwubaolun_start	2	1	1	0.2	-1	-1	0	130	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	80	-1	1	0	-1	-1	-1	0
80	天舞宝轮_loop-天音男女	Skill_Tianwubaolun_loop	2	2	1	0	5	81	0	131	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	97	1	100	-1	-1	-1	0
81	天舞宝轮_end-天音男女	Skill_Tianwubaolun_End	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	-1	-1	-1	0
82	毒神攻击1	Attack	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	44	1	0	-1	-1	-1	0
83	毒神攻击2	Attack_01	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	48	1	0	-1	-1	-1	0
84	碧影-合欢女	Skill_Biying	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	53	1	0	-1	-1	-1	0
85	破魔剑诀-青云男	Skill_Pomojianjue	2	1	1	0.2	-1	-1	0	142	1	143	1	144	1	-1	0	-1	0	-1	0	-1	1	-1	101	1	0	-1	-1	-1	0
86	唤雷诀-青云男	Skill_Huanleijue	2	1	1	0.2	-1	-1	0	137	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	100	1	100	10	-1	-1	0
87	宠物攻击	Attack	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	-1	-1	-1	0
88	九幽冥蛇普通攻击	Attack	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	102	1	0	-1	-1	-1	0
89	缠绵-合欢	Skill_Biying	2	1	1	0.2	-1	-1	0	149	1	150	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	117	1	100	17	-1	-1	0
90	宠物攻击(UI)	Attack	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	0	-1	1	0	-1	-1	-1	0
91	宠物休闲	Run	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	0	-1	1	0	-1	-1	-1	0
92	剧情吃鱼	Hongshaoyu_Ani	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	0	-1	1	0	-1	-1	-1	0
93	旧梦-合欢男	Skill_Jiumeng	2	1	1	0.2	-1	-1	0	162	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	53	1	0	-1	-1	-1	0
94	首登小怪出场动作	Grow	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	0	197	1	0	-1	-1	-1	0
95	野猪攻击1	Attack	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	252	1	0	-1	-1	-1	0
96	野猪攻击2	Attack_01	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	253	1	0	-1	-1	-1	0
97	轻击退	Hit	2	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
98	法宝通用施法动作	Skill_Fb	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	-1	-1	-1	1
99	人在紫金葫芦上站立	Ride_Stand	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
100	人上紫金葫芦	Ride_Ride	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	49	0	0	-1	-1	-1	1
101	人在紫金葫芦上休闲	Ride_Idle	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
102	人在紫金葫芦上跑动	Ride_Fly	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
103	人在紫金葫芦上上升	Ride_Up	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	46	0	0	-1	-1	-1	1
104	人在紫金葫芦上下降	Ride_Down	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	47	0	0	-1	-1	-1	1
105	人在紫金葫芦1号位上站立	Ride_Fly_Hulu_02	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
106	人上紫金葫芦1号位	Ride_Ride	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	49	0	0	-1	-1	-1	1
107	人在紫金葫芦1号位上休闲	Ride_Fly_Hulu_02	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
108	人在紫金葫芦1号位上跑动	Ride_Fly_Hulu_02	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
109	人在紫金葫芦1号位上上升	Ride_Fly_Hulu_02	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	46	0	0	-1	-1	-1	1
110	人在紫金葫芦1号位上下降	Ride_Fly_Hulu_02	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	47	0	0	-1	-1	-1	1
111	人在紫金葫芦2号位上站立	Ride_Fly_Hulu_03	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
112	人上紫金葫芦2号位	Ride_Ride	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	49	0	0	-1	-1	-1	1
113	人在紫金葫芦2号位上休闲	Ride_Fly_Hulu_03	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
114	人在紫金葫芦2号位上跑动	Ride_Fly_Hulu_03	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
115	人在紫金葫芦2号位上上升	Ride_Fly_Hulu_03	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	46	0	0	-1	-1	-1	1
116	人在紫金葫芦2号位上下降	Ride_Fly_Hulu_03	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	47	0	0	-1	-1	-1	1
117	人在麒麟上站立	Ride_Stand_Qilin	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
118	人上麒麟	Ride_Ride	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	49	0	0	-1	-1	-1	1
119	人在麒麟上休闲	Ride_Stand_Qilin	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
120	人在麒麟上跑动	Ride_Fly_Qilin	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
121	人在麒麟上上升	Ride_Fly_Qilin	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	46	0	0	-1	-1	-1	1
122	人在麒麟上下降	Ride_Fly_Qilin	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	47	0	0	-1	-1	-1	1
123	人在麒麟1号位上站立	Ride_Fly_Qilin	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
124	人上麒麟1号位	Ride_Ride	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	49	0	0	-1	-1	-1	1
125	人在麒麟1号位上休闲	Ride_Fly_Qilin	2	1	1	0.2	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
126	人在麒麟1号位上跑动	Ride_Fly_Qilin	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
127	人在麒麟1号位上上升	Ride_Fly_Qilin	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	46	0	0	-1	-1	-1	1
128	人在麒麟1号位上下降	Ride_Fly_Qilin	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	47	0	0	-1	-1	-1	1
129	炎龙斩-田不易-首登	Skill_yanlongzhan	2	1	1	0.2	-1	-1	0	179	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	128	1	100	13	-1	-1	0
130	腾龙击-田不易-首登	Skill_Tenglongji	2	1	1	0.2	-1	-1	0	185	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	127	1	100	12	-1	-1	0
131	人在葫芦上跑动1	Ride_Fly_Hulu_01	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
132	人在葫芦上跑动2	Ride_Fly_Hulu_02	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
133	人在葫芦上跑动3	Ride_Fly_Hulu_03	1	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	0	-1	-1	-1	1
