Id	Desc	SceneId	StartX	StartZ	PosX	PosZ	FaceDirection	Minutes	BehaviorType	InterMinutes	ParmaA	ParmaB	ParmaC	ParmaD	PaoPaoId	Worlds	NextConitueId
18	训练-B-1（7-8）	403	-1	-1	152.77	36.1	0	120	0	5	1595	-1	-1	-1	-1	-1	19
19	练舞房闲聊-B-1（9）	403	-1	-1	159	37	0	60	0	5	1519	-1	-1	-1	-1	-1	20
20	摩天轮-B-1（10）	403	-1	-1	25.14	85.01	0	60	1	5	40	1	-1	-1	-1	-1	21
21	吃火锅-B-1（11）	403	-1	-1	27.84	160.06	0	60	1	5	47	1	-1	-1	-1	-1	-1
22	庙会站街-B-1（12）	324	-1	-1	87	130	0	60	0	5	0	-1	-1	-1	-1	27940	-1
23	仙府秋千-B-1（13）	403	-1	-1	52.53	83.57	140	60	1	5	56	0	-1	-1	-1	-1	24
24	摩天轮-B-1（14）	403	-1	-1	25.14	85.01	0	60	1	5	40	1	-1	-1	-1	-1	25
25	训练-B-1（15-16）	403	-1	-1	152.77	36.1	0	120	0	5	1595	-1	-1	-1	-1	-1	-1
26	有狐丘游玩-B-1（17）	402	-1	-1	50	37	0	60	0	5	949	-1	-1	-1	-1	27940	-1
27	练舞房闲聊-B-1（18）	403	-1	-1	159	37	0	60	0	5	1519	-1	-1	-1	-1	-1	28
28	吃火锅-B-1（19-20）	403	-1	-1	27.84	160.06	0	60	1	5	47	1	-1	-1	-1	-1	29
29	仙府闲逛-B-1（21）	403	-1	-1	41.18	151.82	0	60	2	5	271	-1	-1	-1	-1	-1	30
30	休息-B-1（22-24）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31	休息-C-1（0-5）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
32	仙府生活区闲逛-C-1（6）	403	-1	-1	23	142	0	60	2	5	264	-1	-1	-1	-1	-1	33
33	训练-C-1（7-8）	403	-1	-1	156.77	36.1	0	120	0	5	1595	-1	-1	-1	-1	-1	34
34	练舞房闲聊-C-1（9）	403	-1	-1	156	36	0	60	0	5	1519	-1	-1	-1	-1	-1	35
35	摩天轮-C-1（10）	403	-1	-1	25.14	85.01	0	60	1	5	40	2	-1	-1	-1	-1	36
36	吃火锅-C-1（11）	403	-1	-1	27.84	160.06	0	60	1	5	47	2	-1	-1	-1	-1	-1
37	庙会站街-C-1（12）	324	-1	-1	88	127	0	60	0	5	0	-1	-1	-1	-1	27940	-1
38	仙府秋千-C-1（13）	403	-1	-1	57.28	74.85	140	60	1	5	57	1	-1	-1	-1	-1	39
39	摩天轮-C-1（14）	403	-1	-1	25.14	85.01	0	60	1	5	40	2	-1	-1	-1	-1	40
40	训练-C-1（15-16）	403	-1	-1	156.77	36.1	0	120	0	5	1595	-1	-1	-1	-1	-1	-1
41	有狐丘游玩-C-1（17）	402	-1	-1	50	34	0	60	0	5	949	-1	-1	-1	-1	27940	-1
42	练舞房闲聊-C-1（18）	403	-1	-1	156	36	0	60	0	5	1519	-1	-1	-1	-1	-1	43
43	吃火锅-C-1（19-20）	403	-1	-1	27.84	160.06	0	60	1	5	47	2	-1	-1	-1	-1	44
44	仙府闲逛-C-1（21）	403	-1	-1	39.18	151.82	0	60	2	5	273	-1	-1	-1	-1	-1	45
45	休息-C-1（22-24）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
46	休息-D-1（0-5）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
47	小贩买包子-D-1（6）	403	-1	-1	60	73	0	60	0	5	0	-1	-1	-1	-1	-1	48
48	训练-D-1（7-8）	403	-1	-1	158.59	38.97	0	120	0	5	1595	-1	-1	-1	-1	-1	49
49	练舞房闲聊-D-1（9）	403	-1	-1	159	33	0	60	0	5	1519	-1	-1	-1	-1	-1	50
50	摩天轮-D-1（10）	403	-1	-1	25.14	85.01	0	60	1	5	40	3	-1	-1	-1	-1	51
51	吃火锅-D-1（11）	403	-1	-1	27.84	160.06	0	60	1	5	46	0	-1	-1	-1	-1	-1
52	庙会站街-D-1（12）	324	-1	-1	86	129	0	60	0	5	0	-1	-1	-1	-1	27940	-1
53	练舞房跳舞-D-1（13）	403	-1	-1	159	33	0	60	0	5	1519	-1	-1	-1	-1	-1	54
54	摩天轮-D-1（14）	403	-1	-1	25.14	85.01	0	60	1	5	40	3	-1	-1	-1	-1	55
55	训练-D-1（15-16）	403	-1	-1	158.59	38.97	0	120	0	5	1595	-1	-1	-1	-1	-1	-1
56	有狐丘游玩-D-1（17）	402	-1	-1	52	34	0	60	0	5	1630	-1	-1	-1	-1	27940	-1
57	练舞房闲聊-D-1（18）	403	-1	-1	159	33	0	60	0	5	1519	-1	-1	-1	-1	-1	58
58	吃火锅-D-1（19-20）	403	-1	-1	27.84	160.06	0	60	1	5	46	0	-1	-1	-1	-1	59
59	仙府闲逛-D-1（21）	403	-1	-1	41.18	148.7	0	60	2	5	275	-1	-1	-1	-1	-1	60
60	休息-D-1（22-24）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
61	休息-E-1（0-5）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
62	庙会游荡-E-1（6）	324	-1	-1	61	68	0	60	3	5	10	-1	-1	-1	-1	27940	-1
63	训练-E-1（7-8）	403	-1	-1	154.59	38.97	0	120	0	5	1595	-1	-1	-1	-1	-1	64
64	练舞房闲聊-E-1（9）	403	-1	-1	156	33	0	60	0	5	1519	-1	-1	-1	-1	-1	65
65	旋转木马-E-1（10）	403	-1	-1	28.68	51.28	0	60	1	5	41	0	-1	-1	-1	-1	66
66	吃火锅-E-1（11）	403	-1	-1	27.84	160.06	0	60	1	5	46	1	-1	-1	-1	-1	67
67	午睡-E-1（12）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
68	练舞房跳舞-E-1（13）	403	-1	-1	156	33	0	60	0	5	1519	-1	-1	-1	-1	-1	69
69	旋转木马-E-1（14）	403	-1	-1	28.68	51.28	0	60	1	5	41	0	-1	-1	-1	-1	70
70	训练-E-1（15-16）	403	-1	-1	154.59	38.97	0	120	0	5	1595	-1	-1	-1	-1	-1	-1
71	有狐丘游玩-E-1（17）	402	-1	-1	52	35	0	60	0	5	1630	-1	-1	-1	-1	27940	-1
72	练舞房闲聊-E-1（18）	403	-1	-1	156	33	0	60	0	5	1519	-1	-1	-1	-1	-1	73
73	吃火锅-E-1（19-20）	403	-1	-1	27.84	160.06	0	60	1	5	46	1	-1	-1	-1	-1	74
74	仙府闲逛-E-1（21）	403	-1	-1	43.18	148.7	0	60	2	5	277	-1	-1	-1	-1	-1	75
75	休息-E-1（22-24）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
76	休息-F-1（0-5）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
77	吃火锅-F-1（6）	403	-1	-1	27.84	160.06	0	60	1	5	46	2	-1	-1	-1	-1	78
78	训练-F-1（7）	403	-1	-1	162.49	33	0	120	0	5	1595	-1	-1	-1	-1	-1	-1
79	庙会站街-F-1（8）	324	-1	-1	78	79	0	60	0	5	0	-1	-1	-1	-1	27940	-1
80	练舞房闲聊-F-1（9）	403	-1	-1	155	34	0	60	0	5	1519	-1	-1	-1	-1	-1	81
81	旋转木马-F-1（10）	403	-1	-1	28.68	51.28	0	60	1	5	41	1	-1	-1	-1	-1	82
82	吃火锅-F-1（11）	403	-1	-1	27.84	160.06	0	60	1	5	46	2	-1	-1	-1	-1	83
83	午睡-F-1（12）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
84	练舞房跳舞-F-1（13）	403	-1	-1	155	34	0	60	0	5	1519	-1	-1	-1	-1	-1	85
85	旋转木马-F-1（14）	403	-1	-1	28.68	51.28	0	60	1	5	41	1	-1	-1	-1	-1	86
86	训练-F-1（15-16）	403	-1	-1	162.49	33	0	120	0	5	1595	-1	-1	-1	-1	-1	87
87	摩天轮-F-1（17）	403	-1	-1	25.14	85.01	0	60	1	5	40	0	-1	-1	-1	-1	88
88	练舞房闲聊-F-1（18）	403	-1	-1	155	34	0	60	0	5	1519	-1	-1	-1	-1	-1	89
89	吃火锅-F-1（19-20）	403	-1	-1	27.84	160.06	0	60	1	5	46	2	-1	-1	-1	-1	90
90	仙府闲逛-F-1（21）	403	-1	-1	39.18	148.7	0	60	2	5	279	-1	-1	-1	-1	-1	-1
91	庙会站街-F-1（22）	324	-1	-1	80	163	0	60	0	5	0	-1	-1	-1	-1	27940	-1
92	休息-F-1（23-24）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
93	休息-G-1（0-5）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
94	吃火锅-G-1（6）	403	-1	-1	27.84	160.06	0	60	1	5	50	0	-1	-1	-1	-1	95
95	训练-G-1（7）	403	-1	-1	158.49	33	0	120	0	5	1595	-1	-1	-1	-1	-1	-1
96	庙会站街-G-1（8）	324	-1	-1	78	81	0	60	0	5	0	-1	-1	-1	-1	27940	-1
97	练舞房闲聊-G-1（9）	403	-1	-1	160	34	0	60	0	5	1519	-1	-1	-1	-1	-1	98
98	旋转木马-G-1（10）	403	-1	-1	28.68	51.28	0	60	1	5	41	2	-1	-1	-1	-1	99
99	吃火锅-G-1（11）	403	-1	-1	27.84	160.06	0	60	1	5	50	0	-1	-1	-1	-1	100
100	午睡-G-1（12）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
101	庭院区闲逛-G-1（13）	403	-1	-1	167.8	92.22	0	60	2	5	281	-1	-1	-1	-1	-1	102
102	旋转木马-G-1（14）	403	-1	-1	28.68	51.28	0	60	1	5	41	2	-1	-1	-1	-1	103
103	训练-G-1（15-16）	403	-1	-1	158.49	33	0	60	0	5	1595	-1	-1	-1	-1	-1	104
104	摩天轮-G-1（17）	403	-1	-1	25.14	85.01	0	60	1	5	40	1	-1	-1	-1	-1	105
105	练舞房闲聊-G-1（18）	403	-1	-1	160	34	0	60	0	5	1519	-1	-1	-1	-1	-1	106
106	吃火锅-G-1（19-20）	403	-1	-1	27.84	160.06	0	60	1	5	50	0	-1	-1	-1	-1	107
107	练舞房练舞-G-1（21）	403	-1	-1	160	34	0	60	0	5	1519	-1	-1	-1	-1	-1	-1
108	庙会站街-G-1（22）	324	-1	-1	81	161	0	60	0	5	0	-1	-1	-1	-1	27940	-1
109	休息-G-1（23-24）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
110	休息-H-1（0-5）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
111	吃火锅-H-1（6）	403	-1	-1	27.84	160.06	0	60	1	5	50	1	-1	-1	-1	-1	-1
112	庙会站街-H-1（7）	324	-1	-1	66	145	0	60	0	5	0	-1	-1	-1	-1	27940	-1
113	训练-H-1（8）	403	-1	-1	154.49	33	0	120	0	5	1595	-1	-1	-1	-1	-1	114
114	练舞房闲聊-H-1（9）	403	-1	-1	157	32	0	60	0	5	1519	-1	-1	-1	-1	-1	-1
115	河阳城散步-H-1（10）	5	-1	-1	70.25	95.84	0	60	2	5	299	-1	-1	-1	-1	27940	-1
116	吃火锅-H-1（11）	403	-1	-1	27.84	160.06	0	60	1	5	50	1	-1	-1	-1	-1	117
117	午睡-H-1（12）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
118	庭院区闲逛-H-1（13）	403	-1	-1	165.8	92.22	0	60	2	5	287	-1	-1	-1	-1	-1	-1
119	河阳城散步-H-1（14）	5	-1	-1	70.25	95.84	0	60	2	5	299	-1	-1	-1	-1	27940	-1
120	训练-H-1（15-16）	403	-1	-1	154.49	33	0	120	0	5	1595	-1	-1	-1	-1	-1	121
121	摩天轮-H-1（17）	403	-1	-1	25.14	85.01	0	60	1	5	40	2	-1	-1	-1	-1	122
122	练舞房闲聊-H-1（18）	403	-1	-1	157	32	0	60	0	5	1519	-1	-1	-1	-1	-1	123
123	吃火锅-H-1（19-20）	403	-1	-1	27.84	160.06	0	60	1	5	50	1	-1	-1	-1	-1	124
124	练舞房练舞-H-1（21）	403	-1	-1	157	32	0	60	0	5	1519	-1	-1	-1	-1	-1	-1
125	庙会站街-H-1（22）	324	-1	-1	84	163	0	60	0	5	0	-1	-1	-1	-1	27940	-1
126	休息-H-1（23-24）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
127	休息-I-1（0-5）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
128	吃火锅-I-1（6）	403	-1	-1	27.84	160.06	0	60	1	5	50	2	-1	-1	-1	-1	-1
129	庙会站街-I-1（7）	324	-1	-1	64	145	0	60	0	5	0	-1	-1	-1	-1	27940	-1
130	训练-I-1（8）	403	-1	-1	150.49	33	0	60	0	5	1595	-1	-1	-1	-1	-1	131
131	练舞房闲聊-I-1（9）	403	-1	-1	156	37	0	60	0	5	1519	-1	-1	-1	-1	-1	-1
132	河阳城散步-I-1（10）	5	-1	-1	70.35	94.3	0	60	2	5	304	-1	-1	-1	-1	27940	-1
133	吃火锅-I-1（11）	403	-1	-1	27.84	160.06	0	60	1	5	50	2	-1	-1	-1	-1	134
134	午睡-I-1（12）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
135	庭院区闲逛-I-1（13）	403	-1	-1	163.8	92.22	0	60	2	5	293	-1	-1	-1	-1	-1	-1
136	河阳城散步-I-1（14）	5	-1	-1	70.35	94.3	0	60	2	5	304	-1	-1	-1	-1	27940	-1
137	训练-I-1（15-16）	403	-1	-1	150.49	33	0	120	0	5	1595	-1	-1	-1	-1	-1	138
138	摩天轮-I-1（17）	403	-1	-1	25.14	85.01	0	60	1	5	40	3	-1	-1	-1	-1	139
139	练舞房闲聊-I-1（18）	403	-1	-1	156	37	0	60	0	5	1519	-1	-1	-1	-1	-1	140
140	吃火锅-I-1（19-20）	403	-1	-1	27.84	160.06	0	60	1	5	50	2	-1	-1	-1	-1	141
141	练舞房练舞-I-1（21）	403	-1	-1	156	37	0	60	0	5	1519	-1	-1	-1	-1	-1	-1
142	庙会站街-I-1（22）	324	-1	-1	84	160	0	60	0	5	0	-1	-1	-1	-1	27940	-1
143	休息-I-1（23-24）	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
144	休息-通用	403	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
145	D2-1霜渊赏景	373	85	35	110.39	4.62	103.24	60	0	4	0	-1	-1	-1	-1	-1	-1
146	D2-2围着庙会货郎买吃的	324	87.08	84.58	103.45	78.59	178.93	60	0	4	0	-1	-1	-1	-1	-1	-1
147	D2-3代言人仙府宿舍前剩下的人起床	403	-1	-1	48.2	170.35	0	60	0	4	2408	-1	-1	-1	-1	-1	-1
148	D2-5有狐丘游玩	402	-1	-1	20.96	173.52	47.34	60	0	4	0	-1	-1	-1	-1	-1	-1
149	D2-6练功房前休息聊天	403	157.35	52.12	149.54	34.66	-111.45	60	0	4	0	-1	-1	-1	-1	-1	150
150	D2-8练功房练功	403	-1	-1	160.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	151
151	D2-8练功房练功	403	-1	-1	160.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
152	D2-9庙会吃午饭	324	-1	-1	144.66	95.69	-1	60	1	4	15	1	-1	-1	-1	-1	153
153	D2-10饭桌闲聊	324	-1	-1	144.66	95.69	-1	60	1	4	15	1	-1	-1	-1	-1	-1
154	D2-11练功房门前练琴	403	-1	-1	139.72	46.04	-1	60	1	4	42	0	-1	-1	-1	-1	155
155	D2-13练功房练舞	403	-1	-1	160.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
156	D2-15看舞台区，并惊叹	403	-1	-1	94.92	64.55	0	60	0	4	0	-1	-1	-1	-1	-1	157
157	D2-16庙会朵一附近买糖葫芦	324	-1	-1	80.91	133.88	-71.41	60	0	4	0	-1	-1	-1	-1	-1	-1
158	D2-20河阳城摆摊区闲逛	5	-1	-1	36	121	-1	60	3	4	3	-1	-1	-1	-1	27940	-1
159	D2-21庙会吃宵夜	324	-1	-1	139.75	74.16	-1	60	1	4	18	0	-1	-1	-1	-1	-1
160	D2-23仙府夜话	403	-1	-1	149.54	34.66	-111.45	60	0	4	0	-1	-1	-1	-1	-1	-1
161	D2-1霜渊赏景	373	86	35	113.74	5.3	-111.45	60	0	4	0	-1	-1	-1	-1	-1	-1
162	D2-2围着庙会货郎买吃的	324	87.75	85.85	104.33	78.61	-168.11	60	0	4	0	-1	-1	-1	-1	-1	-1
163	D2-3代言人仙府宿舍前剩下的人起床	403	-1	-1	49.51	170.35	0	60	0	4	2408	-1	-1	-1	-1	-1	-1
164	D2-5有狐丘游玩	402	27.49	26.68	47.3	31	110.37	60	0	4	0	-1	-1	-1	-1	-1	165
165	D2-7有狐丘寻找丢失的首饰	402	27.49	26.68	47.3	31	-1	60	3	4	3	-1	-1	-1	-1	-1	-1
166	D2-8练功房练功	403	-1	-1	152.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	167
167	D2-8练功房练功	403	-1	-1	152.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
168	D2-9庙会吃午饭	324	-1	-1	144.66	95.69	-1	60	1	4	15	2	-1	-1	-1	-1	-1
169	D2-11练功房门前练琴	403	-1	-1	123.75	36.67	-1	60	1	4	43	0	-1	-1	-1	-1	170
170	D2-13练功房练舞	403	-1	-1	152.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	171
171	D2-15看舞台区，并惊叹	403	-1	-1	92.63	65.8	69.81	60	0	4	0	-1	-1	-1	-1	-1	-1
172	D2-16庙会朵一附近买糖葫芦	324	-1	-1	80.55	131.82	-14.85	60	0	4	0	-1	-1	-1	-1	-1	-1
173	D2-20河阳城摆摊区闲逛	5	-1	-1	42	121	-1	60	3	4	3	-1	-1	-1	-1	27940	-1
174	D2-21庙会吃宵夜	324	-1	-1	139.75	74.16	-1	60	1	4	18	1	-1	-1	-1	-1	-1
175	D2-23仙府夜话	403	-1	-1	148.1	35.37	-166.37	60	0	4	0	-1	-1	-1	-1	-1	-1
176	D2-1霜渊赏景	373	87	35	110.88	5.86	144.93	60	0	4	0	-1	-1	-1	-1	-1	-1
177	D2-2围着庙会货郎买吃的	324	86.53	83.55	102.51	78.36	168.35	60	0	4	0	-1	-1	-1	-1	-1	-1
178	D2-3代言人仙府宿舍前剩下的人起床	403	-1	-1	50.91	170.35	0	60	0	4	2408	-1	-1	-1	-1	-1	-1
179	D2-5有狐丘游玩	402	27.29	27.68	47.1	32	110.37	60	0	4	0	-1	-1	-1	-1	-1	180
180	D2-7有狐丘寻找丢失的首饰	402	27.29	27.68	47.1	32	-1	60	3	4	3	-1	-1	-1	-1	-1	-1
181	D2-8练功房练功	403	-1	-1	156.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	182
182	D2-8练功房练功	403	-1	-1	156.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
183	D2-9庙会吃午饭	324	-1	-1	144.66	95.69	-1	60	1	4	15	0	-1	-1	-1	-1	-1
184	D2-11练功房门前练琴	403	-1	-1	114.45	30	-1	60	1	4	44	0	-1	-1	-1	-1	185
185	D2-13练功房练舞	403	-1	-1	156.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	186
186	D2-15看舞台区，并惊叹	403	-1	-1	96.61	64.88	0	60	0	4	0	-1	-1	-1	-1	-1	-1
187	D2-16庙会朵一附近买糖葫芦	324	-1	-1	78.34	131.57	37.03	60	0	4	0	-1	-1	-1	-1	-1	-1
188	D2-19舞蹈加练	403	-1	-1	156.77	36.1	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
189	D2-21庙会吃宵夜	324	-1	-1	139.75	74.16	-1	60	1	4	18	0	-1	-1	-1	-1	-1
190	D2-23仙府夜话	403	-1	-1	146.79	34.71	130.27	60	0	4	0	-1	-1	-1	-1	-1	-1
191	D2-1霜渊赏景	373	88	35	112.26	6.07	-163.05	60	0	4	0	-1	-1	-1	-1	-1	-1
192	D2-2围着庙会货郎买吃的	324	86.06	82.65	103.7	79.33	168.35	60	0	4	0	-1	-1	-1	-1	-1	-1
193	D2-3代言人仙府宿舍前剩下的人起床	403	-1	-1	48.95	169.19	0	60	0	4	2408	-1	-1	-1	-1	-1	-1
194	D2-5有狐丘游玩	402	-1	-1	20.05	173.99	47.34	60	0	4	0	-1	-1	-1	-1	-1	-1
195	D2-6练功房前休息聊天	403	155.91	52.83	148.1	35.37	-166.37	60	0	4	0	-1	-1	-1	-1	-1	196
196	D2-8练功房练功	403	-1	-1	158.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	197
197	D2-8练功房练功	403	-1	-1	158.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
198	D2-9庙会吃午饭	324	-1	-1	139.11	95.42	-1	60	1	4	16	1	-1	-1	-1	-1	199
199	D2-10饭桌闲聊	324	-1	-1	144.66	95.69	-1	60	1	4	15	2	-1	-1	-1	-1	-1
200	D2-11练功房门前练琴	403	-1	-1	180.62	45.84	-1	60	1	4	45	0	-1	-1	-1	-1	201
201	D2-13练功房练舞	403	-1	-1	158.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	202
202	D2-15看舞台区，并惊叹	403	-1	-1	93.72	63	46.17	60	0	4	0	-1	-1	-1	-1	-1	-1
203	D2-17庙会舞台区边演奏	324	-1	-1	142	59.46	-1	60	1	4	9	0	-1	-1	-1	-1	-1
204	D2-19舞蹈加练	403	-1	-1	158.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
205	D2-21庙会吃宵夜	324	-1	-1	139.75	74.16	-1	60	1	4	18	1	-1	-1	-1	-1	-1
206	D2-23仙府夜话	403	-1	-1	146.93	33.1	53.36	60	0	4	0	-1	-1	-1	-1	-1	-1
207	D2-1霜渊赏景	373	89	35	114	4	-74.52	60	0	4	0	-1	-1	-1	-1	-1	-1
208	D2-2围着庙会货郎买吃的	324	86.17	81.42	102.72	79.22	174.11	60	0	4	0	-1	-1	-1	-1	-1	-1
209	D2-3代言人仙府宿舍前剩下的人起床	403	-1	-1	50.15	169.19	0	60	0	4	2408	-1	-1	-1	-1	-1	-1
210	D2-5有狐丘游玩	402	27.66	25.61	47.47	29.93	110.37	60	0	4	0	-1	-1	-1	-1	-1	211
211	D2-7有狐丘寻找丢失的首饰	402	27.66	25.61	47.47	29.93	-1	60	3	4	3	-1	-1	-1	-1	-1	-1
212	D2-8练功房练功	403	-1	-1	154.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	213
213	D2-8练功房练功	403	-1	-1	154.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
214	D2-9庙会吃午饭	324	-1	-1	139.11	95.42	-1	60	1	4	16	2	-1	-1	-1	-1	215
215	D2-10饭桌闲聊	324	-1	-1	139.11	95.42	-1	60	1	4	16	1	-1	-1	-1	-1	-1
216	D2-12练功房练舞	403	-1	-1	154.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	217
217	D2-13练功房练舞	403	-1	-1	154.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	218
218	D2-15看舞台区，并惊叹	403	-1	-1	96.07	62.75	0	60	0	4	0	-1	-1	-1	-1	-1	-1
219	D2-17庙会舞台区边演奏	324	-1	-1	138	59.46	-1	60	1	4	10	0	-1	-1	-1	-1	-1
220	D2-19舞蹈加练	403	-1	-1	154.59	38.97	0	60	0	4	2424	-1	-1	-1	-1	-1	-1
221	D2-21庙会吃宵夜	324	-1	-1	139.75	74.16	-1	60	1	4	18	2	-1	-1	-1	-1	-1
222	D2-23仙府夜话	403	-1	-1	148.27	32.66	0	60	0	4	0	-1	-1	-1	-1	-1	-1
223	D2-4刚刚醒来与其他人发生对话	403	-1	-1	50	176.23	-153.58	60	0	4	2789	-1	-1	-1	-1	-1	-1
224	D2-5有狐丘游玩	402	-1	-1	21.9	172.98	47.34	60	0	4	0	-1	-1	-1	-1	-1	-1
